Date,Open,High,Low,Close,Volume
2025-04-28,93755.3046875,95598.4921875,92860.8046875,94978.75,32363449569
2025-04-29,94981.859375,95485.4140625,93796.6328125,94284.7890625,25806129921
2025-04-30,94286.46875,95249.3203125,92979.640625,94207.3125,28344679831
2025-05-01,94212.859375,97437.9609375,94153.6328125,96492.3359375,32875889623
2025-05-02,96494.96875,97905.8984375,96375.9453125,96910.0703125,26421924677
2025-05-03,96904.6328125,96943.8828125,95821.2890625,95891.796875,15775154889
2025-05-04,95877.1875,96318.921875,94173.4296875,94315.9765625,18198688416
2025-05-05,94319.5625,95193.1875,93566.265625,94748.0546875,25816260327
2025-05-06,94748.3828125,96889.1796875,93399.859375,96802.4765625,26551275827
2025-05-07,96800.1953125,97625.8046875,95829.3359375,97032.3203125,76983822462
2025-05-08,97034.25,103969.5390625,96913.875,103241.4609375,69895404397
2025-05-09,103239.125,104297.4921875,102343.09375,102970.8515625,58198593958
2025-05-10,102973.7109375,104961.765625,102830.484375,104696.328125,42276713994
2025-05-11,104701.0703125,104937.9921875,103364.7421875,104106.359375,46285517406
2025-05-12,104106.9609375,105747.453125,100814.40625,102812.953125,63250475404
2025-05-13,102812.4921875,104997.421875,101515.09375,104169.8125,52608876410
2025-05-14,104167.328125,104303.5625,102618.296875,103539.4140625,45956071155
2025-05-15,103538.828125,104153.6171875,101440.8125,103744.640625,50408241840
2025-05-16,103735.65625,104533.484375,103137.4765625,103489.2890625,44386499364
2025-05-17,103489.2890625,103716.9453125,102659.1796875,103191.0859375,37898552742
2025-05-18,103186.953125,106597.171875,103142.6015625,106446.0078125,49887082058
2025-05-19,106430.53125,107068.71875,102112.6875,105606.1796875,61761126647
2025-05-20,105605.40625,107307.1171875,104206.515625,106791.0859375,36515726122
2025-05-21,106791.3125,110724.4609375,106127.234375,109678.078125,78086364051
2025-05-22,109673.4921875,111970.171875,109285.0703125,111673.28125,70157575642
2025-05-23,111679.359375,111798.90625,106841.3046875,107287.796875,67548133399
2025-05-24,107278.5078125,109454.5234375,106895.2890625,107791.15625,45903627163
2025-05-25,107802.2734375,109313.3046875,106683.375,109035.390625,47518041841
2025-05-26,109023.78125,110376.8828125,108735.640625,109440.3671875,45950461571
2025-05-27,109440.40625,110744.2109375,107609.5546875,108994.640625,57450176272
2025-05-28,108992.171875,109298.2890625,106812.9296875,107802.328125,49155377493
2025-05-29,107795.5703125,108910.046875,105374.3984375,105641.7578125,56022752042
2025-05-30,105646.2109375,106308.9453125,103685.7890625,103998.5703125,57655287183
2025-05-31,103994.71875,104927.1015625,103136.1171875,104638.09375,38997843858
2025-06-01,104644.9375,104730.5625,103992.984375,104349.2265625,34833068032
